row,column,value
7,63,-0.014392
7,64,-0.0130949
7,65,-0.0118129
7,66,-0.0105552
7,67,-0.00933103
7,68,-0.00814966
7,69,-0.00702029
7,70,-0.00595188
7,71,-0.00495302
7,72,-0.00403174
7,73,-0.00319531
7,74,-0.0024501
7,75,-0.00180128
7,76,-0.00125266
7,77,-0.000806485
7,78,-0.000463408
7,79,-0.00022182
7,80,-8.39707e-05
7,81,0
8,0,0
8,1,-0.000109291
8,2,-0.000284353
8,3,-0.000582996
8,4,-0.000997524
8,5,-0.00152632
8,6,-0.00216602
8,7,-0.00291216
8,8,-0.00375917
8,9,-0.00470045
8,10,-0.00572853
8,11,-0.00683523
8,12,-0.00801184
8,13,-0.00924928
8,14,-0.0105382
8,15,-0.0118692
8,16,-0.0132329
8,17,-0.0146199
8,18,-0.0160211
8,19,-0.0174277
8,20,-0.018831
8,21,-0.0202228
8,22,-0.0215953
8,23,-0.0229408
8,24,-0.0242524
8,25,-0.0255232
8,26,-0.0267471
8,27,-0.0279181
8,28,-0.0290307
8,29,-0.0300799
8,30,-0.0310609
8,31,-0.0319695
8,32,-0.0328016
8,33,-0.0335538
8,34,-0.0342227
8,35,-0.0348056
8,36,-0.0352999
8,37,-0.0357034
8,38,-0.0360143
8,39,-0.0362311
8,40,-0.0363527
8,41,-0.0363783
8,42,-0.0363075
8,43,-0.0361402
8,44,-0.0358768
8,45,-0.0355179
8,46,-0.0350646
8,47,-0.0345186
8,48,-0.0338816
8,49,-0.0331563
8,50,-0.0323453
8,51,-0.031452
8,52,-0.0304803
8,53,-0.0294344
8,54,-0.0283191
8,55,-0.0271398
8,56,-0.0259022
8,57,-0.0246128
8,58,-0.0232784
8,59,-0.0219062
8,60,-0.0205042
8,61,-0.0190806
8,62,-0.0176441
8,63,-0.0162038
8,64,-0.0147691
8,65,-0.0133497
8,66,-0.0119555
8,67,-0.0105964
8,68,-0.00928249
8,69,-0.00802366
8,70,-0.00682958
8,71,-0.00570954
8,72,-0.00467229
8,73,-0.00372589
8,74,-0.00287748
8,75,-0.00213319
8,76,-0.00149794
8,77,-0.000975343
8,78,-0.000567803
8,79,-0.000275827
8,80,-0.000105683
8,81,0
9,0,0
9,1,-0.000130363
9,2,-0.000336974
9,3,-0.000685218
9,4,-0.00116343
9,5,-0.00176778
9,6,-0.00249298
9,7,-0.00333304
9,8,-0.00428111
9,9,-0.00532953
9,10,-0.00646993
9,11,-0.00769333
9,12,-0.00899028
9,13,-0.010351
9,14,-0.0117656
9,15,-0.0132238
9,16,-0.0147158
9,17,-0.0162316
9,18,-0.0177614
9,19,-0.0192958
9,20,-0.0208256
9,21,-0.0223419
9,22,-0.0238364
9,23,-0.0253011
9,24,-0.0267282
9,25,-0.0281106
9,26,-0.0294416
9,27,-0.0307147
9,28,-0.0319242
9,29,-0.0330646
9,30,-0.0341307
9,31,-0.0351179
9,32,-0.0360221
9,33,-0.0368392
9,34,-0.0375659
9,35,-0.0381991
9,36,-0.038736
9,37,-0.0391743
9,38,-0.039512
9,39,-0.0397476
9,40,-0.0398797
9,41,-0.0399076
9,42,-0.0398309
9,43,-0.0396493
9,44,-0.0393634
9,45,-0.0389738
9,46,-0.0384817
9,47,-0.0378888
9,48,-0.0371973
9,49,-0.0364096
9,50,-0.0355288
9,51,-0.0345586
9,52,-0.033503
9,53,-0.0323667
9,54,-0.0311548
9,55,-0.029873
9,56,-0.0285276
9,57,-0.0271254
9,58,-0.0256737
9,59,-0.0241805
9,60,-0.0226541
9,61,-0.0211033
9,62,-0.0195375
9,63,-0.0179664
9,64,-0.0164001
9,65,-0.0148489
9,66,-0.0133233
9,67,-0.0118341
9,68,-0.0103919
9,69,-0.00900733
9,70,-0.00769078
9,71,-0.00645225
9,72,-0.00530126
9,73,-0.00424667
9,74,-0.00329655
9,75,-0.00245805
9,76,-0.00173733
9,77,-0.00113948
9,78,-0.000668727
9,79,-0.000327678
9,80,-0.000126419
9,81,0
10,0,0
10,1,-0.000150386
10,2,-0.000387214
10,3,-0.00078342
10,4,-0.00132363
10,5,-0.00200187
10,6,-0.00281096
10,7,-0.00374329
10,8,-0.00479067
10,9,-0.00594431
10,10,-0.00719485
10,11,-0.00853245
10,12,-0.0099469
10,13,-0.0114277
10,14,-0.0129642
10,15,-0.0145458
10,16,-0.0161618
10,17,-0.0178016
10,18,-0.019455
10,19,-0.021112
10,20,-0.0227629
10,21,-0.0243983
10,22,-0.0260093
10,23,-0.0275873
10,24,-0.0291244
10,25,-0.0306128
10,26,-0.0320454
10,27,-0.0334155
10,28,-0.0347167
10,29,-0.0359434
10,30,-0.0370901
10,31,-0.0381518
10,32,-0.039124
10,33,-0.0400027
10,34,-0.0407841
10,35,-0.0414649
10,36,-0.0420422
10,37,-0.0425136
10,38,-0.0428769
10,39,-0.0431304
10,40,-0.0432728
10,41,-0.0433033
10,42,-0.0432212
10,43,-0.0430267
10,44,-0.0427199
10,45,-0.0423017
10,46,-0.0417734
10,47,-0.0411368
10,48,-0.040394
10,49,-0.0395478
10,50,-0.0386014
10,51,-0.0375588
10,52,-0.0364241
10,53,-0.0352023
10,54,-0.033899
10,55,-0.0325201
10,56,-0.0310724
10,57,-0.0295629
10,58,-0.0279997
10,59,-0.0263909
10,60,-0.0247455
10,61,-0.023073
10,62,-0.0213831
10,63,-0.0196861
10,64,-0.0179928
10,65,-0.0163141
10,66,-0.0146613
10,67,-0.0130456
10,68,-0.0114783
10,69,-0.00997093
10,70,-0.00853443
10,71,-0.0071796
10,72,-0.00591677
10,73,-0.00475567
10,74,-0.00370538
10,75,-0.00277416
10,76,-0.00196946
10,77,-0.00129794
10,78,-0.000765615
10,79,-0.000377123
10,80,-0.00014609
10,81,0
11,0,0
11,1,-0.000169379
11,2,-0.000435078
11,3,-0.000877501
11,4,-0.00147785
11,5,-0.00222815
11,6,-0.00311932
11,7,-0.00414216
11,8,-0.0052871
11,9,-0.00654413
11,10,-0.00790286
11,11,-0.00935253
11,12,-0.0108821
11,13,-0.0124804
11,14,-0.014136
11,15,-0.0158377
11,16,-0.0175742
11,17,-0.0193345
11,18,-0.0211076
11,19,-0.0228831
11,20,-0.0246508
11,21,-0.0264008
11,22,-0.0281237
11,23,-0.0298107
11,24,-0.0314531
11,25,-0.033043
11,26,-0.0345729
11,27,-0.0360356
11,28,-0.0374245
11,29,-0.0387336
11,30,-0.0399571
11,31,-0.0410899
11,32,-0.0421271
11,33,-0.0430645
11,34,-0.0438981
11,35,-0.0446244
11,36,-0.0452405
11,37,-0.0457436
11,38,-0.0461316
11,39,-0.0464025
11,40,-0.0465552
11,41,-0.0465885
11,42,-0.0465019
11,43,-0.0462954
11,44,-0.0459694
11,45,-0.0455246
11,46,-0.0449624
11,47,-0.0442846
11,48,-0.0434935
11,49,-0.0425921
11,50,-0.0415837
11,51,-0.0404723
11,52,-0.0392626
11,53,-0.0379596
11,54,-0.0365691
11,55,-0.0350976
11,56,-0.0335519
11,57,-0.0319398
11,58,-0.0302693
11,59,-0.0285494
11,60,-0.0267894
11,61,-0.0249991
11,62,-0.0231891
11,63,-0.02137
11,64,-0.0195533
11,65,-0.0177504
11,66,-0.0159732
11,67,-0.0142336
11,68,-0.0125438
11,69,-0.0109157
11,70,-0.00936113
11,71,-0.00789171
11,72,-0.0065186
11,73,-0.00525249
11,74,-0.0041035
11,75,-0.00308107
11,76,-0.00219402
11,77,-0.00145053
11,78,-0.000858416
11,79,-0.00042419
11,80,-0.000164724
11,81,0
12,0,0
12,1,-0.000187422
12,2,-0.000480723
12,3,-0.00096767
12,4,-0.00162631
12,5,-0.0024468
12,6,-0.00341826
12,7,-0.00452989
12,8,-0.0057707
12,9,-0.00712946
12,10,-0.00859468
12,11,-0.0101547
12,12,-0.0117975
12,13,-0.0135112
12,14,-0.0152837
12,15,-0.0171031
12,16,-0.0189575
12,17,-0.0208354
12,18,-0.0227252
12,19,-0.0246161
12,20,-0.0264972
12,21,-0.0283584
12,22,-0.0301898
12,23,-0.0319821
12,24,-0.0337263
12,25,-0.0354142
12,26,-0.0370378
12,27,-0.0385897
12,28,-0.0400631
12,29,-0.0414514
12,30,-0.0427489
12,31,-0.04395
12,32,-0.0450498
12,33,-0.0460436
12,34,-0.0469276
12,35,-0.0476979
12,36,-0.0483514
12,37,-0.0488853
12,38,-0.0492973
12,39,-0.0495855
12,40,-0.0497484
12,41,-0.049785
